Index,molecule_chembl_id,IC50,units,smiles,pIC50
5173,CHEMBL3987135,75900,uM,O=C1OCCc2cc([C@@H]3CN4CCN(C(=O)Cc5ccc(-n6cnnn6)cc5)C[C@H]4CO3)ccc21,4.11975822410452
5174,CHEMBL4451354,14800,uM,Cc1c(C#N)cccc1[C@@H]1CN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)C[C@H]2CO1,4.82973828460504
5175,CHEMBL4550510,20000,uM,N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(Cl)cn3)C[C@@]2(O)CN)cc1F,4.69897000433602
5176,CHEMBL4517101,3000,uM,N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3Cl)C[C@@]2(O)CN)cc1F,5.52287874528034
5177,CHEMBL4557670,5100,uM,C[C@H]1SC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,5.29242982390206
5178,CHEMBL4537998,3000,uM,O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)N1CCc2ncccc2[C@@H]1c1ccc(Cl)cc1,5.52287874528034
5179,CHEMBL4458424,10600,uM,O=C(Nc1cnc(Oc2ccc(F)cc2)nc1)N1CCc2ncccc2[C@@H]1c1ccc(F)cc1,4.97469413473523
5180,CHEMBL4447631,28000,uM,Cc1cnc(Nc2ccc(N3CCC(N(C)CCO)CC3)c(F)c2)nc1-c1cnn(C(C)C)c1,4.55284196865778
5181,CHEMBL4458562,23000,uM,Cc1cnc(Nc2ccnn2C)nc1-c1cn2c(n1)C(=O)N(Cc1ccc(F)c(F)c1)CC2,4.63827216398241
5182,CHEMBL4551714,20000,uM,COC[C@H]1Cn2cc(-c3nc(Nc4ccnn4C)ncc3C)cc2C(=O)N1Cc1cccc(C)n1,4.69897000433602
5183,CHEMBL4440109,23000,uM,Cc1cnc(Nc2ccnn2C)nc1-c1cn2c(n1)C(=O)N(Cc1ccc(F)c(F)c1)[C@@H](C)C2,4.63827216398241
5184,CHEMBL4482864,11000,uM,COC[C@H]1Cn2cc(-c3nc(Nc4ccnn4C)ncc3C)nc2C(=O)N1Cc1ccc(F)c(F)c1,4.95860731484178
5185,CHEMBL4528812,17900,uM,C[S+]([O-])c1ccc(-c2ccc3ncc(-c4ccc(S(C)(=O)=O)cc4)n3n2)cc1,4.74714696902011
5186,CHEMBL4483664,590,uM,CCN(CC)Cc1cc(-c2ccc3ncc(-c4ccc([S+](C)[O-])cc4)n3n2)ccc1F,6.22914798835786
5187,CHEMBL4442584,5200,uM,CCN(CC)Cc1ccc(-c2ccc3ncc(-c4ccc(S(C)(=O)=O)cc4)n3n2)cc1F,5.2839966563652
5188,CHEMBL4476063,8450,uM,C[S+]([O-])c1cccc(-c2ccc3ncc(-c4cccc([S+](C)[O-])c4)n3n2)c1,5.07314329105031
5189,CHEMBL4465203,2360,uM,C[S+]([O-])c1ccc(-c2cnc3ccc(Nc4cccc(S(C)(=O)=O)c4)nn23)cc1,5.62708799702989
5190,CHEMBL4562181,18200,uM,C[S+]([O-])c1ccc(-c2cnc3ccc(Nc4cccc([S+](C)[O-])c4)nn23)cc1,4.73992861201493
5191,CHEMBL4443635,32300,uM,C[S+]([O-])c1ccc(Nc2ccc3ncc(-c4ccc([S+](C)[O-])cc4)n3n2)cc1,4.4907974776689
5192,CHEMBL4444857,26100,uM,C[S+]([O-])c1ccc(-c2cnc3ccc(Nc4ccc(S(C)(=O)=O)cc4)nn23)cc1,4.58335949266172
5193,CHEMBL4562638,7840,uM,C[S+]([O-])c1ccc(-c2cnc3ccc(Nc4cnccn4)nn23)cc1,5.10568393731556
5194,CHEMBL4445885,28800,uM,C[S+]([O-])c1ccc(-c2cnc3ccc(NC4CCS(=O)(=O)CC4)nn23)cc1,4.54060751224077
5195,CHEMBL4445827,25900,uM,C[S+]([O-])c1ccc(-c2cnc3ccc(NC4CCN(S(C)(=O)=O)CC4)nn23)cc1,4.58670023591875
5196,CHEMBL4582849,7830,uM,CCN(CC)Cc1cc(Nc2ccc3ncc(-c4ccc([S+](C)[O-])cc4)n3n2)ccc1O,5.10623823794206
5197,CHEMBL4558874,2350,uM,CS(=O)(=O)c1cccc(-c2ccc3ncc(-c4cccc(S(C)(=O)=O)c4)n3n2)c1,5.62893213772826
5198,CHEMBL4444105,4000,uM,CS(=O)(=O)c1ccc(-c2ccc3ncc(-c4cccc(S(C)(=O)=O)c4)n3n2)cc1,5.39794000867204
5199,CHEMBL4451616,21100,uM,C[S+]([O-])c1ccc(-c2ccc3ncc(-c4cccc([S+](C)[O-])c4)n3n2)cc1,4.67571754470231
5200,CHEMBL121,29500,uM,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,4.53017798402184
5201,CHEMBL4518465,22000,uM,O=[N+]([O-])c1ccc2c(c1)ncn2Cc1ccc(O)c2ncccc12,4.65757731917779
5202,CHEMBL4448093,18000,uM,Oc1ccc(Cn2c(-c3cscn3)nc3ccccc32)c2cccnc12,4.74472749489669
5203,CHEMBL4466809,41000,uM,CC(C)(C)c1ccc2[nH]c(C(C)(C)N)nc2c1,4.38721614328026
5204,CHEMBL4465428,112100,uM,Cl.O=S(=O)(/C=C/c1ncccc1F)c1ccc(OCCCN2CCOCC2)cc1,3.95039438740503
5205,CHEMBL4546437,8100,uM,CCCCc1nc(C(C)C)c(CC(=O)OCC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,5.09151498112135
5206,CHEMBL4441094,30000,uM,CS(=O)(=O)c1cc(CNC(=O)c2cncc3c2cnn3-c2ccc(F)cc2)ccn1,4.52287874528034
5207,CHEMBL4456123,68000,uM,CS(=O)(=O)c1cc(C2(NC(=O)c3cncc4c3cnn4-c3ccc(F)cc3)CC2)ccn1,4.16749108729376
5208,CHEMBL4457118,4000,uM,O=C(c1ccc(-c2ccc(F)c(F)c2)o1)N1CCN(Cc2ccc(OC3CCNCC3)c(Cl)c2)CC1,5.39794000867204
5209,CHEMBL4447340,4600,uM,CC1=C(c2cccc(O)c2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21,5.33724216831843
5210,CHEMBL4463663,8780,uM,Nc1cc(F)c(S(=O)(=O)N2CCC(O)CC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1,5.0565054840939
5211,CHEMBL4515350,5300,uM,O=C(Cn1ccc2ncc(-c3cccc(C(F)(F)F)c3)cc21)N1CCC1,5.27572413039921
5212,CHEMBL4576509,19700,uM,CN1CCOc2c1cnn1c(-c3ccc4cccc(NCC5(F)CCNCC5)c4n3)nnc21,4.70553377383841
5213,CHEMBL4483071,2100,uM,CN1CCOc2c1cnn1c(-c3ccc4ccc(Cl)c(NCC5(F)CCNCC5)c4n3)nnc21,5.67778070526608
5214,CHEMBL4521827,4000,uM,CN1CCOc2c1cnn1c(-c3ccc4ccnc(NC5CCCCC5)c4c3)nnc21,5.39794000867204
5215,CHEMBL4449598,6060,uM,CN1CCOc2c1cnn1c(-c3ccc4cccc(NC5CCCCC5)c4c3)nnc21,5.21752737583371
5216,CHEMBL1952142,2100,uM,COc1cc(NCC2CCNCC2)nc2c1nnn2-c1cccc(OC(F)(F)F)c1,5.67778070526608
5217,CHEMBL4443422,6700,uM,Cc1sc(-c2ccccc2Cl)cc1C(=O)N[C@@H](CN)c1ccccc1,5.17392519729917
5218,CHEMBL4445556,23000,uM,NC[C@H](Oc1noc2ccc(-c3ccccc3Cl)cc12)c1ccccc1,4.63827216398241
5219,CHEMBL4528547,3600,uM,NC[C@H](Oc1noc2ccc(-c3ccccc3Cl)nc12)c1ccccc1,5.44369749923271
5220,CHEMBL4592805,9500,uM,N=C(N)NC[C@H](Oc1noc2ccc(-c3ccccc3Cl)cc12)c1ccccc1,5.02227639471115
5221,CHEMBL4574502,11970,uM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ncc(NC(=O)c3ccc(OC(F)F)cn3)s2)CO1,4.92190584959359
5222,CHEMBL4483673,400,uM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,6.39794000867204
5223,CHEMBL4560579,6900,uM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,5.16115090926274
5224,CHEMBL3647536,26800,uM,CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21,4.57186520597121
5225,CHEMBL3989870,3000,uM,CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1,5.52287874528034
5226,CHEMBL4451860,17270,uM,O=S1(=O)CCCN1CCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,4.76270766243254
5227,CHEMBL4443777,31120,uM,O=C1OCCN1CCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,4.50696041168235
5228,CHEMBL4447439,16630,uM,COCCN1CCN(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)S1(=O)=O,4.77910775078048
5229,CHEMBL4558162,4700,uM,Cc1ccc2c(c1)nc(CCN1C(=O)c3cccc4cccc(c34)C1=O)n2-c1ccncc1,5.32790214206428
5230,CHEMBL4541206,400,uM,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,6.39794000867204
5231,CHEMBL4467749,300,uM,C[C@@H]1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,6.52287874528034
5232,CHEMBL4450665,1200,uM,C[C@H]1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,5.92081875395238
5233,CHEMBL4515812,400,uM,CCC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,6.39794000867204
5234,CHEMBL4436170,1200,uM,CC(C)C1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,5.92081875395238
5235,CHEMBL4439285,1900,uM,COCC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,5.72124639904717
5236,CHEMBL4459117,1100,uM,O=C1C(CO)OC2(CCN(CCc3ccccc3)CC2)CN1c1ccccc1,5.95860731484178
5237,CHEMBL4528962,100,uM,O=C1C(COCc2ccccc2)OC2(CCN(CCc3ccccc3)CC2)CN1c1ccccc1,7
5238,CHEMBL4446209,200,uM,COC(=O)CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,6.69897000433602
5239,CHEMBL4516327,100,uM,CC1(C)OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,7
5240,CHEMBL4438550,1200,uM,O=C1N(c2ccccc2)CC2(CCN(CCc3ccccc3)CC2)OC12CC2,5.92081875395238
5241,CHEMBL4452042,1000,uM,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2Cl)C1=O,6
5242,CHEMBL4584335,1200,uM,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2F)C1=O,5.92081875395238
5243,CHEMBL4550656,1000,uM,COc1cccc(N2CC3(CCN(CCc4ccccc4)CC3)OC(C)C2=O)c1,6
5244,CHEMBL4439718,100,uM,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2cnccn2)C1=O,7
5245,CHEMBL4483643,1200,uM,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ncccc2F)C1=O,5.92081875395238
5246,CHEMBL4448670,8200,uM,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ncccc2C(F)(F)F)C1=O,5.08618614761628
5247,CHEMBL4470425,1100,uM,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2cncc(F)c2)C1=O,5.95860731484178
5248,CHEMBL4460762,3300,uM,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2cnccc2C(F)(F)F)C1=O,5.48148606012211
5249,CHEMBL4535897,3800,uM,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2cccnc2C(F)(F)F)C1=O,5.42021640338319
5250,CHEMBL4593220,500,uM,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2cncc(C(F)(F)F)c2)C1=O,6.30102999566398
5251,CHEMBL4536259,800,uM,CC1OC2(CCN(CCc3ccccc3F)CC2)CN(c2ccccc2)C1=O,6.09691001300806
5252,CHEMBL4534193,600,uM,CC1OC2(CCN(CCc3cccc(F)c3)CC2)CN(c2ccccc2)C1=O,6.22184874961636
5253,CHEMBL4544352,100,uM,CC1OC2(CCN(CCc3ccc(F)cc3)CC2)CN(c2ccccc2)C1=O,7
5254,CHEMBL4463621,600,uM,CC1OC2(CCN(CCc3cccc(C#N)c3)CC2)CN(c2ccccc2)C1=O,6.22184874961636
5255,CHEMBL4473746,2000,uM,CC1OC2(CCN(CCc3ccccn3)CC2)CN(c2ccccc2)C1=O,5.69897000433602
5256,CHEMBL4576031,6300,uM,C[C@H]1OC2(CCN(CCc3ccccc3F)CC2)CN(c2cnccc2C(F)(F)F)C1=O,5.20065945054642
5257,CHEMBL4522004,6600,uM,C[C@H]1OC2(CCN(CCc3ccccc3F)CC2)CN(c2ncccc2C(F)(F)F)C1=O,5.18045606445813
5258,CHEMBL4537231,49,nM,C=CC(=O)N1CCC[C@H]1COc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,7.30980391997149
5259,CHEMBL4483575,1400,uM,C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,5.85387196432176
5260,CHEMBL4468719,2900,uM,CCC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,5.53760200210104
5261,CHEMBL4526732,979,uM,Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2sccc12,6.00921730819686
5262,CHEMBL175691,500,uM,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,6.30102999566398
5263,CHEMBL3929927,130,uM,Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,6.88605664769316
5264,CHEMBL4473213,7570,uM,CC(C)(C)c1cc(NC(=O)Cc2ccc(-n3cnc4cc(-c5ccc(S(C)(=O)=O)cc5)ccc43)cc2)no1,5.12090412049993
5265,CHEMBL4451408,3200,uM,COc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N,5.49485002168009
5266,CHEMBL4475126,47980,uM,CON=C1CCC(CN2CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)CC1,4.31893975636819
5267,CHEMBL4571987,38920,uM,CCON=C1CCC(CN2CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)CC1,4.40982716840369
5268,CHEMBL3330226,101700,uM,O=c1nc(N2CCN(CC3CCCCC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,3.99267904707726
5269,CHEMBL4436115,22000,uM,O=C(CC(O)(C(F)(F)F)C(F)(F)F)N[C@@](Cc1ccccc1)(c1cc(F)cc(C(F)(F)F)c1)c1ccc(Cl)cn1,4.65757731917779
5270,CHEMBL4545593,13000,uM,CNC(C(=O)N[C@](Cc1ccccc1)(c1ccc(F)cc1)c1cc(F)cc(C(F)(F)F)c1)C(O)(C(F)(F)F)C(F)(F)F,4.88605664769316
5271,CHEMBL4452514,63000,uM,CC(C)NC(C(=O)N[C@](Cc1ccccc1)(c1ccc(F)cc1)c1cc(F)cc(C(F)(F)F)c1)C(O)(C(F)(F)F)C(F)(F)F,4.20065945054642
5272,CHEMBL4468680,16000,uM,CN(C)C(C(=O)N[C@](Cc1ccccc1)(c1ccc(F)cc1)c1cc(F)cc(C(F)(F)F)c1)C(O)(C(F)(F)F)C(F)(F)F,4.79588001734408
5273,CHEMBL4457286,44000,uM,CC(C)Oc1cc([C@@](Cc2ccccc2)(NC(=O)C(N)C(O)(C(F)(F)F)C(F)(F)F)c2cc(F)cc(OC(F)(F)C(F)F)c2)ccc1F,4.35654732351381
5274,CHEMBL4439823,11000,uM,CC(C)Oc1cc([C@@](Cc2ccccc2)(NC(=O)C(O)C(O)(C(F)(F)F)C(F)(F)F)c2cc(F)cc(OC(F)(F)C(F)F)c2)ccc1F,4.95860731484178
5275,CHEMBL4552555,12000,uM,CC(C)Oc1cc([C@@](Cc2ccccc2)(NCC(O)C(O)(C(F)(F)F)C(F)(F)F)c2cc(F)cc(OC(F)(F)C(F)F)c2)ccc1F,4.92081875395238
5276,CHEMBL4464246,6100,uM,CCOCc1nnc(N2C[C@@H]3C[C@]3(c3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,5.21467016498923
5277,CHEMBL4591825,16000,uM,COCc1nnc(N2C[C@@H]3C[C@]3(c3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,4.79588001734408
5278,CHEMBL4516798,17500,uM,COc1ccccc1-c1n[nH]c2nc(N[C@H]3CC[C@H](NS(=O)(=O)CCC(F)(F)F)CC3)nc(OC)c12,4.75696195131371
5279,CHEMBL4514678,830,uM,Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)nc2c1COC2,6.08092190762393
5280,CHEMBL4564985,1500,uM,CC(C)(O)c1cccc(-c2ccc3nc(-c4ccc(Cl)cc4)cn3c2)c1,5.82390874094432
5281,CHEMBL4540910,3,nM,COCCC#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1,8.52287874528034
5282,CHEMBL4457529,1.1,nM,COCC(C)(C)C#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1,8.95860731484178
5283,CHEMBL4541837,4,nM,COC(C)(C)CC#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1,8.39794000867204
5284,CHEMBL4518492,5,nM,NC(=O)c1cc(Cl)c2c(Cl)c(C#CC3CCCO3)n([C@H]3CCCNC3)c2n1,8.30102999566398
5285,CHEMBL4528544,1.7,nM,NC(=O)c1cc(Cl)c2c(Cl)c(C#CC3CCOCC3)n([C@H]3CCCNC3)c2n1,8.76955107862173
5286,CHEMBL4466764,1.4,nM,NC(=O)c1cc(Cl)c2c(Cl)c(C#CC3COCCO3)n([C@H]3CCCNC3)c2n1,8.85387196432176
5287,CHEMBL4470576,3,nM,CC1(C#Cc2c(Cl)c3c(Cl)cc(C(N)=O)nc3n2[C@H]2CCCNC2)COC1,8.52287874528034
5288,CHEMBL4457389,5,nM,CC1(CC#Cc2c(Cl)c3c(Cl)cc(C(N)=O)nc3n2[C@H]2CCCNC2)COC1,8.30102999566398
5289,CHEMBL4445116,3,nM,CC(C)(C#N)CC#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1,8.52287874528034
5290,CHEMBL4583118,6,nM,NC(=O)c1cc(Cl)c2c(Cl)c(C#CC3CNCCO3)n([C@H]3CCCNC3)c2n1,8.22184874961636
5291,CHEMBL4456157,17300,uM,COc1cc(F)cc2c1nnc1c2c(-c2ccncc2C)nn1C,4.76195389687121
5292,CHEMBL4469750,6700,uM,CNC(=O)c1cnc(Nc2ccc(C#N)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,5.17392519729917
5293,CHEMBL4559585,16000,uM,CNC(=O)c1cnc(Nc2ccc(C(F)(F)F)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,4.79588001734408
5294,CHEMBL4557190,38000,uM,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,4.42021640338319
5295,CHEMBL4537673,4700,uM,C[C@H](c1ccnc(Nc2nc3ccc(-c4cc(N(C)C)ncn4)cc3[nH]2)c1)N1CCN(C(=O)CC(F)(F)F)CC1,5.32790214206428
5296,CHEMBL4280095,1800,uM,CCCCCOc1cccc(CCNCC(=O)N(C)C)c1.Cl,5.74472749489669
5297,CHEMBL4575754,15000,uM,CN(C)C(=O)CNCCc1cccc(OCCCC(F)(F)CF)c1.Cl,4.82390874094432
5298,CHEMBL4291394,7600,uM,CN(C)C(=O)CNCCc1cccc(OCCCC(C)(F)F)c1.Cl,5.11918640771921
5299,CHEMBL4555166,9600,uM,CN(C)C(=O)CNCCc1cccc(OCCCCC(F)(F)F)c1.Cl,5.01772876696043
5300,CHEMBL4463136,18000,uM,CN(C)C(=O)CNCCc1cccc(OCCCC(F)(F)F)c1.Cl,4.74472749489669
5301,CHEMBL4286909,9400,uM,CCCCOc1cccc(CCNCC(=O)N(C)C)c1.Cl,5.0268721464003
5302,CHEMBL4520763,180,uM,Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2F)nc2sccc12,6.74472749489669
5303,CHEMBL4459971,1800,uM,CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,5.74472749489669
5304,CHEMBL4476621,80,nM,O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccccc1O,7.09691001300806
5305,CHEMBL4461911,17100,uM,COc1ccc(Oc2nc(Nc3ccc(N4CCOCC4)nc3)ncc2NC(=O)c2cc(OC)cc(OC)c2)cc1,4.76700388960785
5306,CHEMBL4456312,5300,uM,N#Cc1ccc(S(=O)(=O)N2C[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@](O)(CN)C2)c(Cl)c1,5.27572413039921
5307,CHEMBL4547537,8000,uM,N#Cc1ccc(S(=O)(=O)N2C[C@H](S(=O)(=O)c3ccc(Cl)cn3)[C@](O)(CN)C2)c(Cl)c1,5.09691001300806
5308,CHEMBL4461475,8000,uM,N#Cc1ccc(S(=O)(=O)N2C[C@H](S(=O)(=O)c3ccc(Cl)cn3)[C@@](O)(CN)C2)c(Cl)c1,5.09691001300806
5309,CHEMBL4558749,29000,uM,CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CCC(=O)N1CCCCCCC(=O)O,4.53760200210104
5310,CHEMBL3918816,25900,uM,CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CC(F)(F)C(=O)N1CCCCCCC(=O)O,4.58670023591875
5311,CHEMBL4540341,10000,uM,COC(=O)c1ccc(COc2ccc3nc(N)sc3c2)cc1,5
5312,CHEMBL95463,10000,uM,Nc1nc2ccc(SC(F)(F)F)cc2s1,5
5313,CHEMBL4451760,5290,uM,COc1c(C#N)ccc2[nH]c(-c3cn4c(n3)[C@H](c3cccc(F)c3C)OCC4)cc12,5.27654432796481
5314,CHEMBL4528447,1600,uM,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(c3ccc(B(O)O)c(Cl)c3)S(C)(=O)=O)c(C3CC3)cc12,5.79588001734408
5315,CHEMBL4467259,16000,uM,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(c3cc(Cl)c4c(c3)COB4O)S(C)(=O)=O)c(C3CC3)cc12,4.79588001734408
5316,CHEMBL4536433,8950,nM,Cc1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)cc2)cc1,5.04817696468409
5317,CHEMBL4435264,9410,nM,CN(C)c1ccc(CNC(=O)[C@H]2CNC[C@@H]2c2ccc(C(F)(F)F)cc2)cc1,5.02641037657274
5318,CHEMBL4515188,4740,nM,CCN(CC)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)cc2)cc1,5.32422165832591
5319,CHEMBL4483725,8540,nM,CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)c(F)c2)cc1,5.068542129311
5320,CHEMBL4567098,7560,nM,CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)c(Cl)c2)cc1,5.12147820449879
5321,CHEMBL4453475,2110,nM,CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(Oc3ccccc3)cc2)cc1,5.67571754470231
5322,CHEMBL4475207,21700,nM,CN(C)c1ccc(CNC(=O)[C@H]2CNC[C@@H]2c2ccc(C(F)(F)F)nc2)cc1,4.66354026615147
5323,CHEMBL4436020,32000,nM,C[C@H](NC(=O)[C@H]1CNC[C@@H]1c1ccc(C(F)(F)F)cc1)c1ccc(N(C)C)cc1,4.49485002168009
5324,CHEMBL4476275,6300,uM,CCCN(CCC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CCC)CCC,5.20065945054642
5325,CHEMBL4467412,410,uM,CC(C)c1cc(C(=O)NC[C@H]2CCN(CCc3ccc(C(F)(F)F)cc3)C2)on1,6.38721614328026
5326,CHEMBL4593748,1530,uM,CC(C)c1cc(C(=O)NC[C@H]2CCN(CCc3ccc(Cl)c(Cl)c3)C2)on1,5.8153085691824
5327,CHEMBL4454058,1520,uM,CC(C)c1cc(C(=O)NC[C@H]2CCN(CCc3ccc(Cl)c(F)c3)C2)on1,5.81815641205523
5328,CHEMBL4574825,160,uM,CC(C)c1cc(C(=O)NC[C@H]2CCN(CCc3ccc(OC(F)(F)F)c(F)c3)C2)on1,6.79588001734408
5329,CHEMBL4461512,1900,uM,Cc1ccc(CCN2CC[C@H](CNC(=O)c3cc(C(C)C)no3)C2)cc1C(F)(F)F,5.72124639904717
5330,CHEMBL4466934,1480,uM,COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(C(F)(F)F)cc3)C2)C1c1cccc([N+](=O)[O-])c1,5.82973828460504
5331,CHEMBL4459378,650,uM,COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(Cl)c(Cl)c3)C2)C1c1cccc([N+](=O)[O-])c1,6.18708664335714
5332,CHEMBL4561491,2700,uM,COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(C)c(C(F)(F)F)c3)C2)C1c1cccc([N+](=O)[O-])c1,5.56863623584101
5333,CHEMBL4555422,330,uM,COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(Cl)c(F)c3)C2)C1c1cccc([N+](=O)[O-])c1,6.48148606012211
5334,CHEMBL4476467,1470,uM,COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(OC(F)(F)F)c(F)c3)C2)C1c1cccc([N+](=O)[O-])c1,5.83268266525182
5335,CHEMBL3039517,28100,uM,Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,4.55129368009492
5336,CHEMBL3544911,20000,uM,COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,4.69897000433602
5337,CHEMBL4457961,553,nM,COc1ccc2c(c1)CCN(CCC(F)Cc1ccccc1)CC2,6.2572748686953
5338,CHEMBL4575948,1183,nM,FC(CCN1CCc2ccccc2CC1)Cc1ccccc1,5.92701525537207
5339,CHEMBL451887,92100,uM,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,4.03574036980315
5340,CHEMBL4590477,700,uM,Cc1cc(-c2ccnc3[nH]nc(C(F)(F)F)c23)cc(C2(CN)CCC2)c1,6.15490195998574
5341,CHEMBL4589844,3000,uM,NCC1(c2cccc(-c3ccnc4[nH]nc(C(F)(F)F)c34)c2)CCC1,5.52287874528034
