,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,smiles,target_chembl_id,target_organism,standard_type,standard_units,relation,standard_value,error
297,25679554,CHEMBL5379426,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5396266,C#C[C@H](CC(N)=O)NC(=O)[C@@H]1C[C@@H](F)CN1C(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,CHEMBL612558,Homo sapiens,Fu,%,=,40.0,
298,25679555,CHEMBL5379426,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5430648,C#C[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@]1(c2ccc(OC(F)(F)F)cc2)C[C@H](OC)C1,CHEMBL612558,Homo sapiens,Fu,%,=,49.0,
299,341375,CHEMBL618986,Human plasma protein binding activity was determined,A,CHEMBL129542,c1cc(OCCCN2CCCCC2)ccc1CN1CCCCC1,CHEMBL612558,Homo sapiens,Binding,%,=,54.0,
300,2500712,CHEMBL1027178,Unbound fraction in healthy human urine at 2000 mg/20 mins infusion,A,CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,CHEMBL372,Homo sapiens,Fu,%,=,71.0,
304,12046142,CHEMBL2157111,Fraction unbound in human plasma incubated over 48 hrs,A,CHEMBL2152764,O=C1Nc2cccc3c4c(cc(c23)O1)N(C(=O)c1cc2cc(NC(=O)c3cc5ccccc5[nH]3)ccc2[nH]1)C[C@H]4CCl,CHEMBL613424,Homo sapiens,Fu,%,=,5.0,
315,15050298,CHEMBL3363401,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL3314850,O=C(Nc1cncc(Oc2cncnc2)n1)c1cc(Cl)ccn1,CHEMBL613424,Homo sapiens,Fu,%,=,12.0,
317,15234914,CHEMBL3425239,Fraction unbound in human plasma,A,CHEMBL3422651,CC(C)Cn1cc(C#N)c2cc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc21,CHEMBL613424,Homo sapiens,Fu,%,=,0.33,
326,17977148,CHEMBL3997346,Fraction unbound in human plasma,A,CHEMBL4093284,COCc1cnc(N2CCC([C@H]3C[C@H]3CCOc3cc(F)c(CC(=O)N4CCC4)c(F)c3)CC2)nc1,CHEMBL613424,Homo sapiens,Fu,%,=,3.8,
329,18138959,CHEMBL4030467,Fraction unbound in human plasma at 10 uM by equilibrium dialysis relative to control,A,CHEMBL1773422,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc([S+](C)[O-])n2C)ccn1,CHEMBL613424,Homo sapiens,Fu,%,=,80.60000000000001,
360,19100503,CHEMBL4368390,Plasma protein binding in human assessed as unbound fraction at 5 uM by ultracentrifugation method,A,CHEMBL4464335,C=CC(=O)N1CC(NC(=O)Cn2c(C3CC3)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Cl)cc(C)c32)C1,CHEMBL612558,Homo sapiens,Fu,%,=,4.0,
418,19429958,CHEMBL4428728,Fraction unbound in human plasma at 5 uM by LC/MS assay based ultracentrifugation method,A,CHEMBL4303596,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,CHEMBL612558,Homo sapiens,Fu,%,=,16.0,
419,19429959,CHEMBL4428728,Fraction unbound in human plasma at 5 uM by LC/MS assay based ultracentrifugation method,A,CHEMBL4470291,CNC(=O)c1c(-c2ccccn2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12,CHEMBL612558,Homo sapiens,Fu,%,=,11.0,
420,19429960,CHEMBL4428728,Fraction unbound in human plasma at 5 uM by LC/MS assay based ultracentrifugation method,A,CHEMBL4443843,CNC(=O)c1c(-c2ccccn2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2cccc(F)c12,CHEMBL612558,Homo sapiens,Fu,%,=,42.0,
422,22402034,CHEMBL4669913,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4567446,COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2c(cnn2C(C)C)C3)cc(-c2ccc(C(=O)O)cc2)n1,CHEMBL612558,Homo sapiens,Fu,%,=,0.6,
429,23252168,CHEMBL4831318,Protein binding in human plasma assessed as unbound fraction,A,CHEMBL4868568,CCOC(=O)C1=C(NN2CCN(CC(F)(F)F)CC2)O/C(=C\c2c[nH]c3ncccc23)C1=O,CHEMBL612558,Homo sapiens,Fu,%,=,8.799999999999999,
430,23261670,CHEMBL4833115,Plasma protein binding in human assessed as unbound fraction by equilibrium dialysis,A,CHEMBL4562895,CCS(=O)(=O)c1ccc([C@@H](NC(C)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,12.0,
431,23261671,CHEMBL4833115,Plasma protein binding in human assessed as unbound fraction by equilibrium dialysis,A,CHEMBL4864604,CC(=O)N1Cc2cc(S(C)(=O)=O)ccc2[C@@H]1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,16.0,
438,24924832,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5177388,CCOc1ccccc1NC(=O)c1ccccc1NS(=O)(=O)C1CC1,CHEMBL612558,Homo sapiens,PPB,%,=,0.4,
439,24924833,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5191409,CCCOc1ccccc1NC(=O)c1ccccc1NS(=O)(=O)C1CC1,CHEMBL612558,Homo sapiens,PPB,%,<,0.3,
440,24924834,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5188039,O=C(Nc1ccccc1OCC(F)(F)F)c1ccccc1NS(=O)(=O)C1CC1,CHEMBL612558,Homo sapiens,PPB,%,=,0.4,
441,24924835,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5192837,Cc1cc2cccc(NC(=O)c3ccccc3NS(=O)(=O)C3CC3)c2o1,CHEMBL612558,Homo sapiens,PPB,%,<,0.3,
442,24924836,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5177134,CCS(=O)(=O)Nc1ccccc1C(=O)Nc1ccc(F)cc1OCC(F)(F)F,CHEMBL612558,Homo sapiens,PPB,%,=,0.5,
443,24924837,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5172913,CCOc1ccc(F)cc1NC(=O)c1ccccc1NS(=O)(=O)C1CC1,CHEMBL612558,Homo sapiens,PPB,%,=,0.4,
444,24924838,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5200001,CCOc1ccccc1NC(=O)c1cc(C)ccc1NS(=O)(=O)C1CC1,CHEMBL612558,Homo sapiens,PPB,%,=,0.3,
445,24924839,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5208855,CCOc1ccccc1NC(=O)c1cc(F)ccc1NS(=O)(=O)C1CC1,CHEMBL612558,Homo sapiens,PPB,%,=,0.4,
446,24924840,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5171656,CCOc1ccccc1NC(=O)c1cc(F)ccc1NS(=O)(=O)CC,CHEMBL612558,Homo sapiens,PPB,%,=,0.2,
447,24924841,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5202767,CCOc1ccccc1NC(=O)c1cc(Cl)ccc1NS(=O)(=O)C1CC1,CHEMBL612558,Homo sapiens,PPB,%,=,0.1,
448,24924842,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5185447,CCOc1ccc(F)cc1NC(=O)c1cc(Cl)ccc1NS(=O)(=O)C1CC1,CHEMBL612558,Homo sapiens,PPB,%,=,0.1,
449,24924843,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5194692,CCOc1ccc(F)cc1NC(=O)c1cc(C)ccc1NS(=O)(=O)C1CC1,CHEMBL612558,Homo sapiens,PPB,%,=,0.3,
450,24924844,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5177145,CCOc1ccc(F)cc1NC(=O)c1cc(C)ccc1NS(=O)(=O)CC,CHEMBL612558,Homo sapiens,PPB,%,=,0.3,
451,24924845,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5195160,CCOc1ccc(F)cc1NC(=O)c1cc(F)ccc1NS(=O)(=O)C1CC1,CHEMBL612558,Homo sapiens,PPB,%,=,0.2,
452,24924846,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL5205606,CCOc1ccc(F)cc1NC(=O)c1cc(F)ccc1NS(=O)(=O)CC,CHEMBL612558,Homo sapiens,PPB,%,=,0.2,
453,25018828,CHEMBL5238920,Protein binding in human serum albumin assessed as fraction bound at 53 nM incubated for 1 hrs by ultracentrifugation method,A,CHEMBL5201510,C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL3253,Homo sapiens,PPB,%,=,86.0,
454,25018829,CHEMBL5238920,Protein binding in human serum albumin assessed as fraction bound at 53 nM incubated for 1 hrs by ultracentrifugation method,A,CHEMBL5272708,C=C(C)[C@@H]1CC[C@]2(NCCC3(O)COC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL3253,Homo sapiens,PPB,%,=,88.0,
455,25018830,CHEMBL5238920,Protein binding in human serum albumin assessed as fraction bound at 53 nM incubated for 1 hrs by ultracentrifugation method,A,CHEMBL5268258,C=C(C)[C@@H]1CC[C@]2(NCC[C@]3(O)CC[C@](C)(O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL3253,Homo sapiens,PPB,%,=,89.0,
456,25018831,CHEMBL5238920,Protein binding in human serum albumin assessed as fraction bound at 53 nM incubated for 1 hrs by ultracentrifugation method,A,CHEMBL5285267,C=C(C)[C@@H]1CC[C@]2(NCC[C@]3(O)CC[C@@H](S(C)(=O)=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CHEMBL3253,Homo sapiens,PPB,%,=,89.0,
478,25926727,CHEMBL5529690,Plasma protein binding in human assessed as unbound fraction incubated for 16 hrs by equilibrium dialysis based UPLC-MS/MS analysis,A,CHEMBL3960662,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,CHEMBL612558,Homo sapiens,Fu,%,=,28.999999999999996,
479,25926728,CHEMBL5529690,Plasma protein binding in human assessed as unbound fraction incubated for 16 hrs by equilibrium dialysis based UPLC-MS/MS analysis,A,CHEMBL5575600,COCc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCOCC2(C)C)c(=O)n4C)cn1,CHEMBL612558,Homo sapiens,Fu,%,=,8.0,
480,25926729,CHEMBL5529690,Plasma protein binding in human assessed as unbound fraction incubated for 16 hrs by equilibrium dialysis based UPLC-MS/MS analysis,A,CHEMBL5555756,CC(C)n1c(=O)n(C)c2cnc3ccc(-c4ccc(N5CC[C@@H](N(C)C)C5)nc4)cc3c21,CHEMBL612558,Homo sapiens,Fu,%,=,7.000000000000001,
481,25926730,CHEMBL5529690,Plasma protein binding in human assessed as unbound fraction incubated for 16 hrs by equilibrium dialysis based UPLC-MS/MS analysis,A,CHEMBL5566946,CC(C)n1c(=O)n(C)c2cnc3cc(F)c(-c4ccc(OCCCN(C)C)nc4)cc3c21,CHEMBL612558,Homo sapiens,Fu,%,=,32.0,
482,25926731,CHEMBL5529690,Plasma protein binding in human assessed as unbound fraction incubated for 16 hrs by equilibrium dialysis based UPLC-MS/MS analysis,A,CHEMBL4594429,CC(C)n1c(=O)n(C)c2cnc3cc(F)c(-c4ccc(OCCCN5CCCCC5)nc4)cc3c21,CHEMBL612558,Homo sapiens,Fu,%,=,26.0,
483,25926732,CHEMBL5529690,Plasma protein binding in human assessed as unbound fraction incubated for 16 hrs by equilibrium dialysis based UPLC-MS/MS analysis,A,CHEMBL5572255,CO[C@H]1C[C@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCCC6)nc5)cc4c32)C1,CHEMBL612558,Homo sapiens,Fu,%,=,19.0,
494,2607981,CHEMBL1011624,Fraction unbound in human plasma by LC-UVMS,A,CHEMBL473384,CC1(C)Oc2ncnc(N)c2N=C1c1ccc(C23CCC(CC(=O)O)(CC2)CC3)cc1,CHEMBL613424,Homo sapiens,Fu,%,=,1.0,
503,8037336,CHEMBL1953535,Fraction unbound in human serum at 1 to 10 uM,A,CHEMBL1951778,COc1ccc([C@]2(O)CC[C@H](N3CC[C@@H](NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1.CS(=O)(=O)O,CHEMBL613426,Homo sapiens,Fu,%,=,57.99999999999999,
505,12659357,CHEMBL2330312,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL1907089,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc(F)c(F)c1,CHEMBL613424,Homo sapiens,Fu,%,=,3.0,
506,12659358,CHEMBL2330312,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL2325485,Cc1cccc(N2CNC(=O)C23CCN(C[C@H](C)NC(=O)c2ccc(Br)cc2)CC3)c1,CHEMBL613424,Homo sapiens,Fu,%,=,1.0,
514,14580256,CHEMBL3239025,Unbound fraction in human at 10 uM after 16 hrs by LC-MS/MS analysis,A,CHEMBL3235085,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(C(=O)O)c2)cn1,CHEMBL3879801,Homo sapiens,Fu,%,=,8.200000000000001,
515,14580257,CHEMBL3239025,Unbound fraction in human at 10 uM after 16 hrs by LC-MS/MS analysis,A,CHEMBL3235086,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(C(N)=O)c2)cn1,CHEMBL3879801,Homo sapiens,Fu,%,=,36.0,
516,14580258,CHEMBL3239025,Unbound fraction in human at 10 uM after 16 hrs by LC-MS/MS analysis,A,CHEMBL3235089,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3n[nH]c(=O)o3)c2)cn1,CHEMBL3879801,Homo sapiens,Fu,%,=,4.3999999999999995,
517,14580259,CHEMBL3239025,Unbound fraction in human at 10 uM after 16 hrs by LC-MS/MS analysis,A,CHEMBL3235090,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3nnc(C)o3)c2)cn1,CHEMBL3879801,Homo sapiens,Fu,%,=,11.0,
518,14580260,CHEMBL3239025,Unbound fraction in human at 10 uM after 16 hrs by LC-MS/MS analysis,A,CHEMBL3235091,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3nc(C)no3)c2)cn1,CHEMBL3879801,Homo sapiens,Fu,%,=,6.3,
519,14580261,CHEMBL3239025,Unbound fraction in human at 10 uM after 16 hrs by LC-MS/MS analysis,A,CHEMBL3235092,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3c(C)noc3C)c2)cn1,CHEMBL3879801,Homo sapiens,Fu,%,=,4.5,
520,14580262,CHEMBL3239025,Unbound fraction in human at 10 uM after 16 hrs by LC-MS/MS analysis,A,CHEMBL3235093,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(C#N)c2)cn1,CHEMBL3879801,Homo sapiens,Fu,%,=,5.8999999999999995,
521,14580263,CHEMBL3239025,Unbound fraction in human at 10 uM after 16 hrs by LC-MS/MS analysis,A,CHEMBL3235094,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3nnn[nH]3)c2)cn1,CHEMBL3879801,Homo sapiens,Fu,%,=,14.000000000000002,
522,14580264,CHEMBL3239025,Unbound fraction in human at 10 uM after 16 hrs by LC-MS/MS analysis,A,CHEMBL3235095,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(/C(N)=N/O)c2)cn1,CHEMBL3879801,Homo sapiens,Fu,%,=,35.0,
523,14580265,CHEMBL3239025,Unbound fraction in human at 10 uM after 16 hrs by LC-MS/MS analysis,A,CHEMBL3235096,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3noc(=O)[nH]3)c2)cn1,CHEMBL3879801,Homo sapiens,Fu,%,=,1.0999999999999999,
524,15065105,CHEMBL3381233,Fraction unbound in human plasma at 0.1 uM,A,CHEMBL3359827,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)C(C)(C)N)C(C)C,CHEMBL613424,Homo sapiens,Fu,%,=,7.000000000000001,
533,15730161,CHEMBL3624818,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL3623127,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,CHEMBL613424,Homo sapiens,Fu,%,=,10.4,
534,15774558,CHEMBL3636802,Fraction unbound in human plasma,A,CHEMBL3633943,CC(=O)N1CCCn2nc(COc3ccccc3)cc21,CHEMBL613424,Homo sapiens,Fu,%,=,26.0,
535,15774559,CHEMBL3636802,Fraction unbound in human plasma,A,CHEMBL3633961,CC(=O)N1CCCn2nc(COc3ccccc3F)cc21,CHEMBL613424,Homo sapiens,Fu,%,=,17.0,
536,15775151,CHEMBL3636802,Fraction unbound in human plasma,A,CHEMBL3633972,CC(=O)N1CCCn2nc(CN(C)c3ccccc3)cc21,CHEMBL613424,Homo sapiens,Fu,%,=,46.0,
537,15775152,CHEMBL3636802,Fraction unbound in human plasma,A,CHEMBL3633976,CC(=O)N1CCCn2nc(CN3CCOc4ccccc43)cc21,CHEMBL613424,Homo sapiens,Fu,%,=,35.0,
544,17995796,CHEMBL4001312,Fraction unbound in human SKOV3 cells by equilibrium dialysis method,A,CHEMBL4087666,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1,CHEMBL614925,Homo sapiens,Fu,%,=,47.0,
612,25020895,CHEMBL5239506,Protein binding in human plasma assessed as unbound fraction by LC-MS/MS analysis,A,CHEMBL5284890,Nc1ncc(-c2cc(N3CCC(F)(F)C3)nc(N3C[C@@H]4C[C@H]3CO4)n2)nc1OC(F)F,CHEMBL612558,Homo sapiens,Fu,%,=,0.096,
618,25929384,CHEMBL5530452,Fraction unbound in human plasma,A,CHEMBL5575976,Cn1nccc1[C@]1(CNC(=O)c2ccc(F)c(F)c2-c2ccc(C(F)(F)F)cc2)NC(=O)NC1=O,CHEMBL612558,Homo sapiens,Fu,%,=,15.0,
621,1825853,CHEMBL918057,Fraction unbound ligand in human serum,A,CHEMBL223402,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,CHEMBL613426,Homo sapiens,Fu,%,=,5.0,
622,2271514,CHEMBL1015281,Fraction unbound in human plasma,A,CHEMBL453620,C[C@](O)(c1ccc(C(=O)N(C2CC2)C2CCN(CC3(C(N)=O)CC3)CC2)cc1)C(F)(F)F,CHEMBL613424,Homo sapiens,Fu,%,=,48.0,
623,2271516,CHEMBL1015281,Fraction unbound in human plasma,A,CHEMBL454620,C[C@](O)(c1ccc(C(=O)N(C2CC2)[C@H]2CC[C@H](CC3(C(N)=O)CC3)CC2)cc1)C(F)(F)F,CHEMBL613424,Homo sapiens,Fu,%,=,12.0,
625,2680133,CHEMBL1063305,"Fraction unbound in human serum at 100 mg, po",A,CHEMBL5315124,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL613426,Homo sapiens,Fu,%,=,31.0,
636,12700582,CHEMBL2343524,Unbound fraction in human plasma after 18 hrs by equilibrium dialysis method,A,CHEMBL2337981,CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,18.0,
650,15165533,CHEMBL3404486,Fraction unbound in human plasma,A,CHEMBL3402762,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,2.3,
654,16544961,CHEMBL3789846,Plasma protein binding in healthy human subjects (6 subjects) assessed as unbound fraction level measured under steady state conditions by equilibrium dialysis method,A,CHEMBL433,CCCC(CCC)C(=O)[O-].[Na+],CHEMBL613424,Homo sapiens,Fu,%,=,6.7,
661,18459175,CHEMBL4180172,Fraction unbound in human plasma at 2 uM after 4 hrs by LC-MS/MS analysis,A,CHEMBL4076061,N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,CHEMBL612558,Homo sapiens,Fu,%,=,0.8,
662,18459176,CHEMBL4180172,Fraction unbound in human plasma at 2 uM after 4 hrs by LC-MS/MS analysis,A,CHEMBL4203948,CCN[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl.Cl,CHEMBL612558,Homo sapiens,Fu,%,=,1.5,
663,18459177,CHEMBL4180172,Fraction unbound in human plasma at 2 uM after 4 hrs by LC-MS/MS analysis,A,CHEMBL4210866,Cl.N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,CHEMBL612558,Homo sapiens,Fu,%,=,0.4,
673,22429047,CHEMBL4675799,Protein binding in human serum assessed as unbound fraction,A,CHEMBL4753822,CC(C)(O)CNC(=O)[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,CHEMBL612558,Homo sapiens,Fu,%,=,0.5,
677,22844583,CHEMBL4721264,Unbound fraction in human serum,A,CHEMBL4794578,CCOc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]ccc12,CHEMBL612558,Homo sapiens,Fu,%,=,5.8999999999999995,
678,23267563,CHEMBL4834688,Protein binding in human plasma assessed as unbound fraction,A,CHEMBL4852381,N[C@@H](CC(=O)O)Cn1nnc(-c2ccc(Oc3ncc(Cl)cc3F)cc2)n1,CHEMBL612558,Homo sapiens,PPB,%,=,7.9,
679,23276405,CHEMBL4836317,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL4873599,Cc1nc2c([C@H](C)c3ccc(C(F)(F)F)c(F)c3)nn(CCO)c2c(=O)[nH]1,CHEMBL612558,Homo sapiens,Fu,%,=,3.0,
680,23276406,CHEMBL4836317,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL4871796,Cc1nc2c([C@H](C)c3ccc(C(C)(C)C)cc3)nn(CCF)c2c(=O)[nH]1,CHEMBL612558,Homo sapiens,Fu,%,=,0.8999999999999999,
697,25732219,CHEMBL5393402,Plasma protein binding in human assessed as unbound fraction at 1 uM incubated for 4.5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL5439836,CC1(CN)CCN(c2cnc3nc(Sc4ccnc(N)c4Cl)ccc3n2)CC1,CHEMBL612558,Homo sapiens,Fu,%,=,90.0,
698,25732220,CHEMBL5393402,Plasma protein binding in human assessed as unbound fraction at 1 uM incubated for 4.5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL5412473,CNC1(C)CCN(c2cnc3nc(Sc4ccnc(N)c4Cl)ccc3n2)CC1,CHEMBL612558,Homo sapiens,Fu,%,=,80.0,
699,25732221,CHEMBL5393402,Plasma protein binding in human assessed as unbound fraction at 1 uM incubated for 4.5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL5432517,Nc1nccc(Sc2ccc3nc(N4CCC[C@H](N)CC4)cnc3n2)c1Cl,CHEMBL612558,Homo sapiens,Fu,%,=,80.0,
700,25732222,CHEMBL5393402,Plasma protein binding in human assessed as unbound fraction at 1 uM incubated for 4.5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL5434472,Nc1nccc(Sc2ccc3nc(N4[C@H]5CC[C@H]4CC(N)C5)cnc3n2)c1Cl,CHEMBL612558,Homo sapiens,Fu,%,=,65.0,
701,25732223,CHEMBL5393402,Plasma protein binding in human assessed as unbound fraction at 1 uM incubated for 4.5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL5422905,C[C@@H]1OCC2(CCN(c3cnc4nc(Sc5ccnc(N)c5Cl)ccc4n3)CC2)[C@@H]1N,CHEMBL612558,Homo sapiens,Fu,%,=,90.0,
702,25732224,CHEMBL5393402,Plasma protein binding in human assessed as unbound fraction at 1 uM incubated for 4.5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL5424566,Nc1nccc(Sc2ccc3nc(N4CCC5(CC4)Cc4ccccc4[C@H]5N)cnc3n2)c1Cl,CHEMBL612558,Homo sapiens,Fu,%,=,33.0,
703,25732225,CHEMBL5393402,Plasma protein binding in human assessed as unbound fraction at 1 uM incubated for 4.5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL5409912,Nc1nccc(Sc2ccc3nc(N4CCC5(CC4)Cc4cc(F)ccc4[C@H]5N)cnc3n2)c1Cl,CHEMBL612558,Homo sapiens,Fu,%,=,99.0,
704,25732226,CHEMBL5393402,Plasma protein binding in human assessed as unbound fraction at 1 uM incubated for 4.5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL5424779,Cc1ccc2c(c1)[C@@H](N)C1(CCN(c3cnc4nc(Sc5ccnc(N)c5Cl)ccc4n3)CC1)C2,CHEMBL612558,Homo sapiens,Fu,%,=,50.0,
705,25732227,CHEMBL5393402,Plasma protein binding in human assessed as unbound fraction at 1 uM incubated for 4.5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL5431126,Nc1nccc(Sc2ccc3nc(N4CCC5(CC4)Cc4ncccc4[C@H]5N)cnc3n2)c1Cl,CHEMBL612558,Homo sapiens,Fu,%,=,97.0,
717,5146420,CHEMBL1666002,"Free fraction in healthy human male at 600 mg, po every 12 hrs by LC/MS/MS analysis",A,CHEMBL126,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CHEMBL3879801,Homo sapiens,Fu,%,=,69.0,
728,10897744,CHEMBL2038477,Fraction unbound in human plasma,A,CHEMBL2036757,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,5.0,
