,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,clint,units
2707,1746792,CHEMBL865556,CHEMBL377241,CL,mL.min-1.kg-1,=,8.5,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN[C@@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(C(F)(F)F)cc5)sc4c3=O)cn2)C1,8.5,mL.min-1.kg-1
2708,1746803,CHEMBL865556,CHEMBL378869,CL,mL.min-1.kg-1,=,8.2,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN[C@@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(F)cc5)sc4c3=O)cn2)C1,8.2,mL.min-1.kg-1
2709,1746810,CHEMBL865556,CHEMBL379933,CL,mL.min-1.kg-1,=,12.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN[C@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(F)cc5)sc4c3=O)cn2)C1,12.0,mL.min-1.kg-1
2710,1746832,CHEMBL865556,CHEMBL377588,CL,mL.min-1.kg-1,=,8.4,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN[C@@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(Cl)cc5)sc4c3=O)cn2)C1,8.4,mL.min-1.kg-1
2711,1746841,CHEMBL865556,CHEMBL208845,CL,mL.min-1.kg-1,=,18.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(C)[C@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(C(F)(F)F)cc5)sc4c3=O)cn2)C1,18.0,mL.min-1.kg-1
2712,1746861,CHEMBL865556,CHEMBL379829,CL,mL.min-1.kg-1,=,48.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(C)[C@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(C(F)(F)F)cc5)n(C)c4c3=O)cn2)C1,48.0,mL.min-1.kg-1
2713,1746873,CHEMBL865556,CHEMBL379927,CL,mL.min-1.kg-1,=,28.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(C)[C@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(C(F)(F)F)cc5)oc4c3=O)cn2)C1,28.0,mL.min-1.kg-1
2714,1746886,CHEMBL865556,CHEMBL208551,CL,mL.min-1.kg-1,=,8.8,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN[C@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(OC)cc5C)ccc4c3=O)cn2)C1,8.8,mL.min-1.kg-1
2715,1746898,CHEMBL865556,CHEMBL210926,CL,mL.min-1.kg-1,=,26.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN[C@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(C(F)(F)F)cc5)ccc4c3=O)cn2)C1,26.0,mL.min-1.kg-1
2716,1746910,CHEMBL865556,CHEMBL378309,CL,mL.min-1.kg-1,=,6.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN[C@@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(C(F)(F)F)cc5)ccc4c3=O)cn2)C1,6.0,mL.min-1.kg-1
2717,1746948,CHEMBL865556,CHEMBL377042,CL,mL.min-1.kg-1,=,40.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=c1c2ccc(-c3ccc(Cl)cc3)cc2cnn1-c1ccc(N2CC[C@@H](NN3CCOCC3)C2)nc1,40.0,mL.min-1.kg-1
2718,1746974,CHEMBL865556,CHEMBL212053,CL,mL.min-1.kg-1,=,16.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=c1c2ccc(-c3ccc(Cl)cc3)cc2cnn1-c1ccc(N2CC[C@H](NN3CCCC3)C2)nc1,16.0,mL.min-1.kg-1
2719,1746979,CHEMBL865556,CHEMBL209172,CL,mL.min-1.kg-1,=,9.2,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CCN[C@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(Cl)cc5)ccc4c3=O)cn2)C1,9.2,mL.min-1.kg-1
2720,1746985,CHEMBL865556,CHEMBL211223,CL,mL.min-1.kg-1,=,12.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN[C@@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(Cl)cc5)ccc4c3=O)cn2)C1,12.0,mL.min-1.kg-1
2722,1747296,CHEMBL865556,CHEMBL210191,CL,mL.min-1.kg-1,=,8.9,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN[C@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(Cl)cc5)ccc4c3=O)cn2)C1,8.9,mL.min-1.kg-1
2723,1747313,CHEMBL865556,CHEMBL209110,CL,mL.min-1.kg-1,=,12.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(C)[C@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(Cl)cc5)ccc4c3=O)cn2)C1,12.0,mL.min-1.kg-1
2724,1747322,CHEMBL865556,CHEMBL379189,CL,mL.min-1.kg-1,=,21.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(C)[C@@H]1CCN(c2ccc(-n3ncc4cc(-c5ccc(Cl)cc5)ccc4c3=O)cn2)C1,21.0,mL.min-1.kg-1
2743,1753341,CHEMBL864840,CHEMBL377164,CL,mL.min-1.g-1,=,8.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,O=C1NCC(c2ccccc2)C12CCN(C1(c3ccccc3)CCCCC1)CC2,0.008,mL.min-1.kg-1
2744,1753342,CHEMBL864840,CHEMBL377164,CL,mL.min-1.g-1,=,16.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,O=C1NCC(c2ccccc2)C12CCN(C1(c3ccccc3)CCCCC1)CC2,0.016,mL.min-1.kg-1
2745,1753343,CHEMBL864840,CHEMBL211422,CL,mL.min-1.g-1,=,114.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,O=C1NCC(c2ccccc2)C12CCN(C1(c3ccc(Cl)cc3)CCCCC1)CC2,0.114,mL.min-1.kg-1
2746,1753344,CHEMBL864840,CHEMBL534940,CL,mL.min-1.g-1,=,8.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,F.O=C1NCC(c2ccc(F)cc2)C12CCN(C1(c3ccc(F)cc3)CCCCC1)CC2,0.008,mL.min-1.kg-1
2747,1753345,CHEMBL864840,CHEMBL377114,CL,mL.min-1.g-1,=,3.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,O=C1NCC(c2ccc(F)cc2)C12CCN(C1(c3ccc(F)cc3)CCCCC1)CC2,0.003,mL.min-1.kg-1
2748,1753346,CHEMBL864840,CHEMBL213683,CL,mL.min-1.g-1,=,10.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,CCCC1CNC(=O)C12CCN(C1(c3ccccc3)CCCCC1)CC2,0.01,mL.min-1.kg-1
2749,1753347,CHEMBL864840,CHEMBL214057,CL,mL.min-1.g-1,=,14.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,CCCC1CNC(=O)C12CCN(C1(c3ccc(F)cc3)CCCCC1)CC2,0.014,mL.min-1.kg-1
2750,1753348,CHEMBL864840,CHEMBL403515,CL,mL.min-1.g-1,=,82.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,O=C1NCN(c2ccccc2)C12CCN(C1(c3ccccc3)CCCCC1)CC2,0.082,mL.min-1.kg-1
2751,1753349,CHEMBL864840,CHEMBL556163,CL,mL.min-1.g-1,=,9.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,Cl.O=C1NCC(c2ccc(F)cc2)C12CCN(C1(c3cccs3)CCCCC1)CC2,0.009,mL.min-1.kg-1
2752,1753350,CHEMBL864840,CHEMBL537203,CL,mL.min-1.g-1,=,4.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,Cl.O=C1NCC(c2ccc(F)cc2)C12CCN(C1(c3ccsc3)CCCCC1)CC2,0.004,mL.min-1.kg-1
2753,1753351,CHEMBL864840,CHEMBL540110,CL,mL.min-1.g-1,=,13.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,CCCC1CNC(=O)C12CCN(C1(c3ccccc3)CCCCC1)CC2.Cl,0.013,mL.min-1.kg-1
2754,1753352,CHEMBL864840,CHEMBL213683,CL,mL.min-1.g-1,=,18.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,CCCC1CNC(=O)C12CCN(C1(c3ccccc3)CCCCC1)CC2,0.018,mL.min-1.kg-1
2767,1753367,CHEMBL864840,CHEMBL537871,CL,mL.min-1.g-1,=,9.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,Br.O=C1NCC(c2ccccc2)C12CCN(C1(c3ccccc3)CCCCC1)CC2,0.009,mL.min-1.kg-1
2773,1754123,CHEMBL854568,CHEMBL2096837,CL,mL.min-1.g-1,=,23.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,O=C1NC[C@@H](c2ccccc2)C12CCN(C1CCCCC1c1ccccc1)CC2,0.023,mL.min-1.kg-1
2776,1754132,CHEMBL854568,CHEMBL385360,CL,mL.min-1.g-1,=,78.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,O=C1NCN(c2ccccc2)C12CCN(C1CCCCC1(O)c1ccc(F)cc1)CC2,0.078,mL.min-1.kg-1
2782,1754188,CHEMBL854568,CHEMBL377140,CL,mL.min-1.g-1,=,68.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,O=C1NCN(c2ccccc2)C12CCN(C1CCCCC1c1ccccc1)CC2,0.068,mL.min-1.kg-1
2784,1754193,CHEMBL854568,CHEMBL214122,CL,mL.min-1.g-1,=,44.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,O=C1NCC(c2ccccc2)C12CCN(C1CCCCC1(O)c1ccc(F)cc1)CC2,0.044,mL.min-1.kg-1
2785,1754195,CHEMBL854568,CHEMBL379938,CL,mL.min-1.g-1,=,11.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,O=C1NCC(c2ccc(F)cc2)C12CCN(C1CCCCC1(O)c1cccc(F)c1)CC2,0.011,mL.min-1.kg-1
2787,1754203,CHEMBL854568,CHEMBL214050,CL,mL.min-1.g-1,=,28.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human microsome,A,O=C1NCC(c2ccc(F)cc2)C12CCN(C1CCCCC1(O)c1ccccc1F)CC2,0.028,mL.min-1.kg-1
2829,1756620,CHEMBL865485,CHEMBL209542,CL,mL.min-1.kg-1,=,22.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(-c5ccccc5)ccc4c3=O)cn2)C1,22.0,mL.min-1.kg-1
2830,1756621,CHEMBL865485,CHEMBL438792,CL,mL.min-1.kg-1,=,16.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(-c5ccc(F)cc5)ccc4c3=O)cn2)C1,16.0,mL.min-1.kg-1
2831,1756622,CHEMBL865485,CHEMBL210069,CL,mL.min-1.kg-1,=,16.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(-c5ccc(Cl)cc5)ccc4c3=O)cn2)C1,16.0,mL.min-1.kg-1
2832,1756623,CHEMBL865485,CHEMBL378230,CL,mL.min-1.kg-1,=,18.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(-c5ccc(Br)cc5)ccc4c3=O)cn2)C1,18.0,mL.min-1.kg-1
2833,1756624,CHEMBL865485,CHEMBL377479,CL,mL.min-1.kg-1,=,36.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CCc1ccc(-c2ccc3c(=O)c(-c4ccc(N5CCC(N(C)C)C5)nc4)coc3c2)cc1,36.0,mL.min-1.kg-1
2834,1756625,CHEMBL865485,CHEMBL213540,CL,mL.min-1.kg-1,=,24.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(-c5ccc(C(F)(F)F)cc5)ccc4c3=O)cn2)C1,24.0,mL.min-1.kg-1
2835,1756626,CHEMBL865485,CHEMBL212758,CL,mL.min-1.kg-1,=,258.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,COc1ccc(-c2ccc3c(=O)c(-c4ccc(N5CCC(N(C)C)C5)nc4)coc3c2)cc1,258.0,mL.min-1.kg-1
2836,1756629,CHEMBL865485,CHEMBL211736,CL,mL.min-1.kg-1,=,12.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(-c5ccc(Cl)cc5Cl)ccc4c3=O)cn2)C1,12.0,mL.min-1.kg-1
2837,1756630,CHEMBL865485,CHEMBL209416,CL,mL.min-1.kg-1,=,22.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,Cc1cc(-c2ccc3c(=O)c(-c4ccc(N5CCC(N(C)C)C5)nc4)coc3c2)ccc1Cl,22.0,mL.min-1.kg-1
2838,1756631,CHEMBL865485,CHEMBL214221,CL,mL.min-1.kg-1,=,24.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,Cc1cc(Cl)ccc1-c1ccc2c(=O)c(-c3ccc(N4CCC(N(C)C)C4)nc3)coc2c1,24.0,mL.min-1.kg-1
2839,1756632,CHEMBL865485,CHEMBL385141,CL,mL.min-1.kg-1,=,66.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,COc1ccc(-c2ccc3c(=O)c(-c4ccc(N5CCC(N(C)C)C5)nc4)coc3c2)c(C)c1,66.0,mL.min-1.kg-1
2840,1756633,CHEMBL865485,CHEMBL209905,CL,mL.min-1.kg-1,=,38.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,COc1ccc(-c2ccc3c(=O)c(-c4ccc(N5CCC(N(C)C)C5)nc4)coc3c2)c(OC)c1,38.0,mL.min-1.kg-1
2841,1756634,CHEMBL865485,CHEMBL213949,CL,mL.min-1.kg-1,=,112.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(-c5ccc6c(c5)OCO6)ccc4c3=O)cn2)C1,112.0,mL.min-1.kg-1
2842,1756635,CHEMBL865485,CHEMBL213459,CL,mL.min-1.kg-1,=,65.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(C5=CCC6OCCOC6C5)ccc4c3=O)cn2)C1,65.0,mL.min-1.kg-1
2843,1756636,CHEMBL865485,CHEMBL213933,CL,mL.min-1.kg-1,=,22.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,COc1ccncc1-c1ccc2c(=O)c(-c3ccc(N4CCC(N(C)C)C4)nc3)coc2c1,22.0,mL.min-1.kg-1
2844,1756637,CHEMBL865485,CHEMBL378283,CL,mL.min-1.kg-1,=,37.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(-c5cnccc5C(F)(F)F)ccc4c3=O)cn2)C1,37.0,mL.min-1.kg-1
2845,1756640,CHEMBL865485,CHEMBL209895,CL,mL.min-1.kg-1,=,53.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3cn(C)c4cc(-c5ccc(Cl)cc5)ccc4c3=O)cn2)C1,53.0,mL.min-1.kg-1
2846,1756641,CHEMBL865485,CHEMBL387055,CL,mL.min-1.kg-1,=,49.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3cn(C)c4cc(-c5ccc(C(F)(F)F)cc5)ccc4c3=O)cn2)C1,49.0,mL.min-1.kg-1
2847,1756642,CHEMBL865485,CHEMBL213641,CL,mL.min-1.kg-1,=,31.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(Oc5ccccc5)ccc4c3=O)cn2)C1,31.0,mL.min-1.kg-1
2848,1756643,CHEMBL865485,CHEMBL213642,CL,mL.min-1.kg-1,=,3.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(Oc5ccc(F)cc5)ccc4c3=O)cn2)C1,3.0,mL.min-1.kg-1
2849,1756644,CHEMBL865485,CHEMBL211619,CL,mL.min-1.kg-1,=,17.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,CN(C)C1CCN(c2ccc(-c3coc4cc(Oc5ccc(Cl)cc5)ccc4c3=O)cn2)C1,17.0,mL.min-1.kg-1
2850,1756645,CHEMBL865485,CHEMBL214223,CL,mL.min-1.kg-1,=,28.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,Cc1ccc(Oc2ccc3c(=O)c(-c4ccc(N5CCC(N(C)C)C5)nc4)coc3c2)cc1,28.0,mL.min-1.kg-1
2874,1759676,CHEMBL869871,CHEMBL382851,CL,mL.min-1.kg-1,=,19.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCC(C)(C)c3ccc(Cl)cc3)C2)C1,19.0,mL.min-1.kg-1
2875,1759677,CHEMBL869871,CHEMBL375330,CL,mL.min-1.kg-1,=,60.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N(C)[C@@H]2CCN(CCCc3ccc(Cl)cc3)C2)C1,60.0,mL.min-1.kg-1
2881,1761065,CHEMBL870457,CHEMBL215324,CL,mL.min-1.g-1,=,4.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN1CCCc2ccc(NC(=O)c3ccc(-c4ccccc4)nc3)cc21,0.004,mL.min-1.kg-1
2883,1761067,CHEMBL870457,CHEMBL217579,CL,mL.min-1.g-1,=,7.0,CHEMBL372,Homo sapiens,Intrinsic clearance in human liver microsomes,A,CN1CCCc2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc21,0.007,mL.min-1.kg-1
2903,1765006,CHEMBL864267,CHEMBL213221,CL,mL.min-1.g-1,=,0.6,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsome,A,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccccc1,0.0006,mL.min-1.kg-1
3081,1801192,CHEMBL909898,CHEMBL218143,CL,mL.min-1.kg-1,=,216.67,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,O=C(CN1CCN(c2ccc(C(F)(F)F)cn2)CC1)NC1C2CC3CC(C2)CC1(O)C3,216.67,mL.min-1.kg-1
3085,1801210,CHEMBL909898,CHEMBL218142,CL,mL.min-1.kg-1,=,166.67,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,O=C(CN1CCN(c2ccc(C(F)(F)F)cn2)CC1)NC1C2CC3CC(C2)CC1C3,166.67,mL.min-1.kg-1
3089,1801226,CHEMBL909898,CHEMBL218358,CL,mL.min-1.kg-1,=,233.33,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,O=C(CN1CCN(c2ccc(C(F)(F)F)cn2)CC1)N[C@H]1C2CC3CC1C[C@@](F)(C3)C2,233.33,mL.min-1.kg-1
3090,1801227,CHEMBL909898,CHEMBL386029,CL,mL.min-1.kg-1,=,33.33,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,O=C(CN1CCN(c2ccc(C(F)(F)F)cn2)CC1)N[C@H]1C2CC3CC1C[C@](F)(C3)C2,33.33,mL.min-1.kg-1
3091,1801228,CHEMBL909898,CHEMBL373889,CL,mL.min-1.kg-1,=,183.33,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,O=C(CN1CCN(c2ccc(C(F)(F)F)cn2)CC1)N[C@H]1C2CC3CC1C[C@@](O)(C3)C2,183.33,mL.min-1.kg-1
3092,1801229,CHEMBL909898,CHEMBL219142,CL,mL.min-1.kg-1,=,16.67,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,O=C(CN1CCN(c2ccc(C(F)(F)F)cn2)CC1)N[C@H]1C2CC3CC1C[C@](O)(C3)C2,16.67,mL.min-1.kg-1
3096,1801248,CHEMBL909898,CHEMBL424937,CL,mL.min-1.kg-1,=,100.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,CC(C)(C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,100.0,mL.min-1.kg-1
3097,1801249,CHEMBL909898,CHEMBL375156,CL,mL.min-1.kg-1,=,50.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,CC(C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,50.0,mL.min-1.kg-1
3105,1801284,CHEMBL909898,CHEMBL218144,CL,mL.min-1.kg-1,=,50.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,CO[C@]12CC3CC(C1)[C@@H](NC(=O)C(C)N1CCN(c4ccc(C(F)(F)F)cn4)CC1)C(C3)C2,50.0,mL.min-1.kg-1
3106,1801285,CHEMBL909898,CHEMBL219494,CL,mL.min-1.kg-1,=,16.67,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,CC(C(=O)N[C@H]1C2C[C@]3(O)CC1C[C@](F)(C2)C3)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,16.67,mL.min-1.kg-1
3107,1801301,CHEMBL909898,CHEMBL374728,CL,mL.min-1.kg-1,=,33.33,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,CC(C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2)N1CCc2ccc3c(c2CC1)OCO3,33.33,mL.min-1.kg-1
3114,1801348,CHEMBL909898,CHEMBL425104,CL,mL.min-1.kg-1,=,16.67,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,C[C@@H](C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,16.67,mL.min-1.kg-1
3115,1801349,CHEMBL909898,CHEMBL425104,CL,mL.min-1.kg-1,=,33.33,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes at 1 uM,A,C[C@@H](C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,33.33,mL.min-1.kg-1
3259,1817623,CHEMBL855767,CHEMBL218375,CL,mL.min-1.kg-1,=,95.0,CHEMBL614058,Homo sapiens,Intrinsic clearance in Caco-2 cells,A,CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,95.0,mL.min-1.kg-1
3260,1817624,CHEMBL855767,CHEMBL220701,CL,mL.min-1.kg-1,=,46.67,CHEMBL614058,Homo sapiens,Intrinsic clearance in Caco-2 cells,A,CCNC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,46.67,mL.min-1.kg-1
3261,1817625,CHEMBL855767,CHEMBL374939,CL,mL.min-1.kg-1,=,51.67,CHEMBL614058,Homo sapiens,Intrinsic clearance in Caco-2 cells,A,CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,51.67,mL.min-1.kg-1
3293,1825031,CHEMBL918054,CHEMBL223402,CL,mL.min-1.g-1,=,4.5,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,0.0045,mL.min-1.kg-1
3320,1827303,CHEMBL914430,CHEMBL376000,CL,mL.min-1.kg-1,=,1.1,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2ccccc2)CC1,1.1,mL.min-1.kg-1
3321,1827304,CHEMBL914430,CHEMBL376781,CL,mL.min-1.kg-1,=,0.95,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2cccc(F)c2)CC1,0.95,mL.min-1.kg-1
3322,1827305,CHEMBL914430,CHEMBL221401,CL,mL.min-1.kg-1,=,0.78,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(F)c2)CC1,0.78,mL.min-1.kg-1
3323,1827306,CHEMBL914430,CHEMBL223079,CL,mL.min-1.kg-1,=,0.87,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(Cl)c2)CC1,0.87,mL.min-1.kg-1
3324,1827307,CHEMBL914430,CHEMBL222860,CL,mL.min-1.kg-1,=,2.3,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2ccccc2)CC1,2.3,mL.min-1.kg-1
3325,1827308,CHEMBL914430,CHEMBL222424,CL,mL.min-1.kg-1,=,0.56,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2ccccc2)CC1,0.56,mL.min-1.kg-1
3403,1842856,CHEMBL917753,CHEMBL365597,CL,mL.min-1.kg-1,=,23.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,NCCC(=O)N[C@H](Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ccccc2CNCCc2cccs2)CC1,23.0,mL.min-1.kg-1
3419,1857399,CHEMBL914092,CHEMBL228196,CL,mL.min-1.g-1,=,150.0,CHEMBL613373,Homo sapiens,Metabolic stability assessed as intrinsic clearance in human liver microsomes,A,[3H]C([3H])([3H])O/N=C1/C=C(C#Cc2cccc(C)n2)CCC1,0.15,mL.min-1.kg-1
3516,1897858,CHEMBL887625,CHEMBL389810,CL,mL.min-1.kg-1,=,94.0,CHEMBL613373,Homo sapiens,Intrinsic clearance in human liver microsomes,A,COc1cccc(N2C(=O)N(Cc3ccccc3F)C3(CCN(Cc4ccc(-c5cccc(C#N)c5)cc4)CC3)C2=O)c1,94.0,mL.min-1.kg-1
