,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,assay_description,assay_type,smiles
462,171410,CHEMBL633376,CHEMBL546,LogD,,=,0.08,CHEMBL2362975,Distribution coefficient measured in Octanol/buffer (0.15 M KCl),P,C=CCOc1ccccc1OCC(O)CNC(C)C
466,172424,CHEMBL633736,CHEMBL539756,LogD,,=,0.19,CHEMBL2362975,"Partition coefficient in octanol/water system was determined at pH 7.4, as a measure of lipophilicity.",P,Cl.Nc1nc(O)c2nc(N)n(Cc3cccs3)c2n1
473,176096,CHEMBL633736,CHEMBL555854,LogD,,=,0.67,CHEMBL2362975,"Partition coefficient in octanol/water system was determined at pH 7.4, as a measure of lipophilicity.",P,Cl.Nc1nc(O)c2[nH]c(N)c(Cc3ccccc3)c2n1
475,176411,CHEMBL630209,CHEMBL130213,LogD,,=,-1.0,CHEMBL2362975,Partition coefficient was measured using a shake flask method with octanol/buffer at physiological pH,P,O=C(O)c1nc2cc(Cl)c(Cl)cc2nc1O
484,178620,CHEMBL633736,CHEMBL554876,LogD,,=,1.08,CHEMBL2362975,"Partition coefficient in octanol/water system was determined at pH 7.4, as a measure of lipophilicity.",P,Cl.Nc1nc(O)c2[nH]c(N)c(Cc3ccsc3)c2n1
485,178702,CHEMBL633376,CHEMBL266195,LogD,,=,0.85,CHEMBL2362975,Distribution coefficient measured in Octanol/buffer (0.15 M KCl),P,C=CCc1ccccc1OCC(O)CNC(C)C
487,180251,CHEMBL630209,CHEMBL50267,LogD,,=,-0.56,CHEMBL2362975,Partition coefficient was measured using a shake flask method with octanol/buffer at physiological pH,P,O=C(O)c1cc(O)c2c(Cl)cc(Cl)cc2n1
494,183801,CHEMBL633376,CHEMBL150602,LogD,,=,-1.08,CHEMBL2362975,Distribution coefficient measured in Octanol/buffer (0.15 M KCl),P,CCC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
498,188678,CHEMBL635919,CHEMBL135240,LogD,,=,3.14,CHEMBL2362975,LogD for water and octanol distribution coefficient at pH 7.4,P,CCC(C)CNC1=NS(=O)(=O)c2sc(Cl)cc2N1
500,191158,CHEMBL875772,CHEMBL3350270,LogD,,=,2.38,CHEMBL2362975,LogD for water and octanol distribution coefficient at pH 7.4,P,CC[C@H](C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1
506,195739,CHEMBL875772,CHEMBL2111887,LogD,,=,2.52,CHEMBL2362975,LogD for water and octanol distribution coefficient at pH 7.4,P,CC[C@@H](C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1
511,199205,CHEMBL875772,CHEMBL131971,LogD,,=,1.63,CHEMBL2362975,LogD for water and octanol distribution coefficient at pH 7.4,P,CC(C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1
524,213558,CHEMBL875772,CHEMBL133596,LogD,,=,2.42,CHEMBL2362975,LogD for water and octanol distribution coefficient at pH 7.4,P,CCCNC1=NS(=O)(=O)c2sc(Cl)cc2N1
674,266231,CHEMBL632433,CHEMBL349289,LogD,,=,0.63,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1c1c(O)c(C)c(N=C3C=CC(=O)C=C3)c(O)c1[C@@H]2COC(N)=O
675,268594,CHEMBL632433,CHEMBL433900,LogD,,=,0.07,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3cccc(N)c3)=C(C)C1=O)[C@@H]2COC(N)=O
676,268607,CHEMBL636798,CHEMBL351908,LogD,,=,0.52,CHEMBL2362975,Distribution between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3cccnc3)=C(C)C1=O)[C@@H]2COC(N)=O
679,270024,CHEMBL632433,CHEMBL159766,LogD,,=,1.3,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3ccccc3)=C(C)C1=O)[C@@H]2COC(N)=O
680,270032,CHEMBL636798,CHEMBL350369,LogD,,=,0.62,CHEMBL2362975,Distribution between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3nccs3)=C(C)C1=O)[C@@H]2COC(N)=O
682,272018,CHEMBL631961,CHEMBL2112025,LogD,,=,0.73,CHEMBL2362975,Partition coefficient measured by octanol/water extraction at pH 6.8,P,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](CCCN=C(N)N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)O
685,276218,CHEMBL632433,CHEMBL162847,LogD,,=,2.01,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3cccc(Cl)c3)=C(C)C1=O)[C@@H]2COC(N)=O
686,276225,CHEMBL632433,CHEMBL348930,LogD,,=,0.33,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1c1c(O)c(C)c(N=C3C=CC(=NC(C)=O)C=C3)c(O)c1[C@@H]2COC(N)=O
687,277476,CHEMBL632433,CHEMBL355591,LogD,,=,1.83,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3cccc(C)c3)=C(C)C1=O)[C@@H]2COC(N)=O
689,283348,CHEMBL632434,CHEMBL163874,LogD,,=,-0.78,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1c1c(O)c(C)c(N=C3C=CC(=NCC(=O)O)C=C3)c(O)c1[C@@H]2COC(N)=O
690,285712,CHEMBL632433,CHEMBL163287,LogD,,=,0.33,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3cccc(NC(C)=O)c3)=C(C)C1=O)[C@@H]2COC(N)=O
691,286256,CHEMBL631961,CHEMBL2112024,LogD,,=,-0.04,CHEMBL2362975,Partition coefficient measured by octanol/water extraction at pH 6.8,P,[11CH3]SC(=N)N
692,286857,CHEMBL632433,CHEMBL355823,LogD,,=,1.28,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COc1cccc(NC2=C(C)C(=O)C3=C(C2=O)[C@H](COC(N)=O)C2(OC)[C@@H]4N[C@@H]4CN32)c1
693,288111,CHEMBL636798,CHEMBL162927,LogD,,=,0.59,CHEMBL2362975,Distribution between 1-octanol and water containing phosphate buffer at pH 7.4,P,COc1ccc(NC2=C(C)C(=O)C3=C(C2=O)[C@H](COC(N)=O)C2(OC)[C@@H]4N[C@@H]4CN32)cn1
694,288118,CHEMBL636798,CHEMBL163445,LogD,,=,1.16,CHEMBL2362975,Distribution between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3nc(C)cs3)=C(C)C1=O)[C@@H]2COC(N)=O
695,289397,CHEMBL636798,CHEMBL161215,LogD,,=,-0.32,CHEMBL2362975,Distribution between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1c1c(O)c(C)c(/N=C3/C=CC(=N)N=C3)c(O)c1[C@@H]2COC(N)=O
697,293065,CHEMBL632433,CHEMBL349000,LogD,,=,0.63,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3cccc(O)c3)=C(C)C1=O)[C@@H]2COC(N)=O
698,293071,CHEMBL632433,CHEMBL423979,LogD,,=,-0.52,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3ccc(S(N)(=O)=O)cc3)=C(C)C1=O)[C@@H]2COC(N)=O
700,294332,CHEMBL632433,CHEMBL162576,LogD,,=,0.72,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3ccc(C#N)cc3)=C(C)C1=O)[C@@H]2COC(N)=O
701,294338,CHEMBL632433,CHEMBL159589,LogD,,=,1.44,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3ccc(F)cc3)=C(C)C1=O)[C@@H]2COC(N)=O
702,294350,CHEMBL636798,CHEMBL160107,LogD,,=,1.29,CHEMBL2362975,Distribution between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3nc(C)c(C)s3)=C(C)C1=O)[C@@H]2COC(N)=O
703,295589,CHEMBL632433,CHEMBL164143,LogD,,=,0.0,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1c1c(O)c(C)c(N=C3C=CC(=NC(N)=O)C=C3)c(O)c1[C@@H]2COC(N)=O
705,296966,CHEMBL632433,CHEMBL160049,LogD,,=,2.01,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3ccc(Cl)cc3)=C(C)C1=O)[C@@H]2COC(N)=O
706,296985,CHEMBL636798,CHEMBL105,LogD,,=,-0.38,CHEMBL2362975,Distribution between 1-octanol and water containing phosphate buffer at pH 7.4,P,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
707,298185,CHEMBL636798,CHEMBL350177,LogD,,=,-0.3,CHEMBL2362975,Distribution between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3cc(C)ns3)=C(C)C1=O)[C@@H]2COC(N)=O
710,299431,CHEMBL632433,CHEMBL159468,LogD,,=,0.73,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3cccc(C#N)c3)=C(C)C1=O)[C@@H]2COC(N)=O
711,299442,CHEMBL632433,CHEMBL162857,LogD,,=,1.69,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1c1c(O)c(C)c(N=C3C=CC(=S)C=C3)c(O)c1[C@@H]2COC(N)=O
712,299449,CHEMBL632433,CHEMBL349457,LogD,,=,0.07,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1c1c(O)c(C)c(N=C3C=CC(=N)C=C3)c(O)c1[C@@H]2COC(N)=O
713,299460,CHEMBL632433,CHEMBL349872,LogD,,=,1.02,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3ccc([N+](=O)[O-])cc3)=C(C)C1=O)[C@@H]2COC(N)=O
717,301981,CHEMBL632433,CHEMBL350862,LogD,,=,2.42,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3ccc(I)cc3)=C(C)C1=O)[C@@H]2COC(N)=O
720,303144,CHEMBL640871,CHEMBL434481,LogD,,=,1.86,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(Nc3ccc(C)cc3)=C(C)C1=O)[C@@H]2COC(N)=O
721,303150,CHEMBL632433,CHEMBL162639,LogD,,=,1.28,CHEMBL2362975,Partition coefficient between 1-octanol and water containing phosphate buffer at pH 7.4,P,COc1ccc(NC2=C(C)C(=O)C3=C(C2=O)[C@H](COC(N)=O)C2(OC)[C@@H]4N[C@@H]4CN32)cc1
749,308992,CHEMBL629148,CHEMBL10382,LogD,,=,0.58,CHEMBL2362975,Log P value by using Octanol / pH 7.4 buffer,P,CN1C(=O)c2ccc(Cl)cc2C2(CC(=O)NC2=O)C1=O
757,311932,CHEMBL636860,CHEMBL68110,LogD,,=,0.32,CHEMBL2362975,Partition coefficient (logD) (octanol/phosphate buffer),P,C[N+](C)(C)CCCNC(=O)CCCc1ccc(N(CCCl)CCCl)cc1.[I-]
762,313010,CHEMBL629148,CHEMBL273910,LogD,,=,2.81,CHEMBL2362975,Log P value by using Octanol / pH 7.4 buffer,P,O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1ccc(F)cc12
768,314309,CHEMBL629148,CHEMBL62685,LogD,,=,2.74,CHEMBL2362975,Log P value by using Octanol / pH 7.4 buffer,P,O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1ccccc12
769,314580,CHEMBL636860,CHEMBL538105,LogD,,=,-1.12,CHEMBL2362975,Partition coefficient (logD) (octanol/phosphate buffer),P,C[N+](C)(C)CCCNC(=O)C(N)Cc1ccc(N(CCCl)CCCl)cc1.[Cl-]
775,315516,CHEMBL629148,CHEMBL10552,LogD,,=,3.16,CHEMBL2362975,Log P value by using Octanol / pH 7.4 buffer,P,O=C1CC2(C(=O)N1)C(=O)N(Cc1nc3cc(C(F)(F)F)ccc3s1)C(=O)c1ccc(F)cc12
788,320362,CHEMBL629148,CHEMBL62654,LogD,,=,3.09,CHEMBL2362975,Log P value by using Octanol / pH 7.4 buffer,P,O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Cl)c(Cl)c1)C(=O)c1ccccc12
802,322983,CHEMBL629148,CHEMBL293451,LogD,,=,3.17,CHEMBL2362975,Log P value by using Octanol / pH 7.4 buffer,P,O=C1CC2(C(=O)N1)C(=O)N(Cc1nc3cc(C(F)(F)F)ccc3s1)C(=O)c1ccccc12
816,327914,CHEMBL629148,CHEMBL62547,LogD,,=,0.8,CHEMBL2362975,Log P value by using Octanol / pH 7.4 buffer,P,CN1C(=O)c2ccc(Br)cc2C2(CC(=O)NC2=O)C1=O
819,328379,CHEMBL638166,CHEMBL515,LogD,,=,0.75,CHEMBL2362975,Partition coefficient (logD) (octanol/phosphate buffer),P,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
820,328390,CHEMBL636860,CHEMBL852,LogD,,=,0.11,CHEMBL2362975,Partition coefficient (logD) (octanol/phosphate buffer),P,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
850,333329,CHEMBL629148,CHEMBL292505,LogD,,=,3.51,CHEMBL2362975,Log P value by using Octanol / pH 7.4 buffer,P,O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cc(Cl)ccc12
864,342269,CHEMBL629148,CHEMBL62864,LogD,,=,0.24,CHEMBL2362975,Log P value by using Octanol / pH 7.4 buffer,P,CN1C(=O)c2ccccc2C2(CC(=O)NC2=O)C1=O
874,345465,CHEMBL858440,CHEMBL9674,LogD,,=,2.58,CHEMBL2362975,Partition coefficient was determined in octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,CCCCCCCN(C)/N=N/c1ccc(C(=O)O)cc1
875,352299,CHEMBL635470,CHEMBL9704,LogD,,=,0.04,CHEMBL2362975,Partition coefficient between octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,CCN(C)/N=N/c1ccc(C(=O)O)cc1
881,353815,CHEMBL858440,CHEMBL9731,LogD,,=,0.46,CHEMBL2362975,Partition coefficient was determined in octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,CCCN(C)/N=N/c1ccc(C(=O)O)cc1
882,353824,CHEMBL858440,CHEMBL9622,LogD,,=,2.77,CHEMBL2362975,Partition coefficient was determined in octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,CCCCCCCCN(C)/N=N/c1ccc(C(=O)O)cc1
887,360788,CHEMBL858440,CHEMBL422037,LogD,,=,-0.44,CHEMBL2362975,Partition coefficient was determined in octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,CN(C)/N=N/c1ccc(C(=O)O)cc1
893,365126,CHEMBL858440,CHEMBL9143,LogD,,=,0.0,CHEMBL2362975,Partition coefficient was determined in octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,C#CCN(C)/N=N/c1ccc(C(=O)O)cc1
901,366974,CHEMBL628295,CHEMBL283819,LogD,,=,3.42,CHEMBL2362975,Compound was evaluated for the octanol-water partition coefficient following intravenous administration at pH 7.4,P,C[C@@H]1CN(O)C(=O)[C@@H]1N
904,369369,CHEMBL858440,CHEMBL9593,LogD,,=,1.95,CHEMBL2362975,Partition coefficient was determined in octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,CCCCCCN(C)/N=N/c1ccc(C(=O)O)cc1
905,369378,CHEMBL858440,CHEMBL268460,LogD,,=,1.33,CHEMBL2362975,Partition coefficient was determined in octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,CCC(C)CN(C)/N=N/c1ccc(C(=O)O)cc1
910,377811,CHEMBL858440,CHEMBL9942,LogD,,=,0.34,CHEMBL2362975,Partition coefficient was determined in octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,CC(C)N(C)/N=N/c1ccc(C(=O)O)cc1
913,379243,CHEMBL858440,CHEMBL9721,LogD,,=,1.49,CHEMBL2362975,Partition coefficient was determined in octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,CCCCCN(C)/N=N/c1ccc(C(=O)O)cc1
914,380689,CHEMBL858440,CHEMBL9486,LogD,,=,0.32,CHEMBL2362975,Partition coefficient was determined in octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,C=CCN(C)/N=N/c1ccc(C(=O)O)cc1
918,382459,CHEMBL628295,CHEMBL335231,LogD,,=,3.52,CHEMBL2362975,Compound was evaluated for the octanol-water partition coefficient following intravenous administration at pH 7.4,P,N[C@@H]1CCN(O)C1=O
928,388102,CHEMBL858440,CHEMBL417425,LogD,,=,0.97,CHEMBL2362975,Partition coefficient was determined in octanol-saturated sorenson's pH 7.4 phosphate buffer and buffer-saturated octanol.,P,CCCCN(C)/N=N/c1ccc(C(=O)O)cc1
941,394605,CHEMBL638177,CHEMBL341619,LogD,,=,-0.74,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,Cc1[nH]cnc1CSCCNC1=NCCS(=O)(=O)N1
946,398479,CHEMBL638177,CHEMBL144800,LogD,,=,0.13,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,C/N=C(/NCCSCc1[nH]cnc1C)N[N+](=O)[O-]
947,398481,CHEMBL638177,CHEMBL275446,LogD,,=,0.55,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,CNC(=S)NCCSCc1[nH]cnc1C
951,399533,CHEMBL630197,CHEMBL70565,LogD,,=,1.97,CHEMBL2362975,Partition coefficient in octanol-buffer at a pH 7.4,P,CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@H]21
953,399559,CHEMBL634286,CHEMBL38105,LogD,,=,1.92,CHEMBL2362975,Compound was evaluated for Octanol/pH 7.2 phosphate buffer distribution coefficient,P,CNS(=O)(=O)c1ccc(Cl)cc1
967,405322,CHEMBL630197,CHEMBL69414,LogD,,=,2.39,CHEMBL2362975,Partition coefficient in octanol-buffer at a pH 7.4,P,CCCN(CCC)C1COc2ccc(O)cc2C1
968,405330,CHEMBL630197,CHEMBL607438,LogD,,=,1.93,CHEMBL2362975,Partition coefficient in octanol-buffer at a pH 7.4,P,CCCN1CCO[C@@H]2c3cccc(O)c3OC[C@H]21
971,406608,CHEMBL638177,CHEMBL343434,LogD,,=,0.79,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,Cc1[nH]cnc1CSCCNc1cccc(O)n1
978,408915,CHEMBL630197,CHEMBL38428,LogD,,=,2.44,CHEMBL2362975,Partition coefficient in octanol-buffer at a pH 7.4,P,CCCN(CCC)C1COc2c(O)cccc2C1
979,409016,CHEMBL638177,CHEMBL343463,LogD,,=,-0.08,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,C/N=c1\c(O)c(O)\c1=N\CCSCc1[nH]cnc1C
980,409018,CHEMBL638177,CHEMBL144809,LogD,,=,-0.87,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,Cc1[nH]cnc1CSCCNC1=C([N+](=O)[O-])CCN1
983,411457,CHEMBL638177,CHEMBL144810,LogD,,=,-0.2,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,Cc1[nH]cnc1CSCCNc1nccc(O)c1[N+](=O)[O-]
985,412568,CHEMBL634286,CHEMBL20,LogD,,=,-0.45,CHEMBL2362975,Compound was evaluated for Octanol/pH 7.2 phosphate buffer distribution coefficient,P,CC(=O)Nc1nnc(S(N)(=O)=O)s1
990,415121,CHEMBL638177,CHEMBL30,LogD,,=,0.4,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,CN/C(=N\CCSCc1nc[nH]c1C)NC#N
991,415132,CHEMBL638177,CHEMBL344062,LogD,,=,-0.5,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,Cc1[nH]cnc1CSCCNC1=NCC(O)=C1
996,416240,CHEMBL630197,CHEMBL273273,LogD,,=,1.53,CHEMBL2362975,Partition coefficient in octanol-buffer at a pH 7.4,P,CCCN(CCC)C1CCc2c(O)cccc2C1
1004,418605,CHEMBL634286,CHEMBL804,LogD,,=,1.24,CHEMBL2362975,Compound was evaluated for Octanol/pH 7.2 phosphate buffer distribution coefficient,P,NS(=O)(=O)c1ccc(Cl)cc1
1005,419453,CHEMBL630107,CHEMBL277100,LogD,,=,-0.29,CHEMBL2362975,Partition coefficient in octanol/water at pH 7.5 buffer.,P,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1
1006,419733,CHEMBL630197,CHEMBL69271,LogD,,=,2.09,CHEMBL2362975,Partition coefficient in octanol-buffer at a pH 7.4,P,CCCN1CCO[C@@H]2c3cc(O)ccc3CC[C@H]21
1008,419867,CHEMBL638177,CHEMBL148181,LogD,,=,-0.4,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,CN/C(=C/[N+](=O)[O-])NCCSCc1[nH]cnc1C
1010,421285,CHEMBL638177,CHEMBL421943,LogD,,=,-0.4,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,Cc1[nH]cnc1CSCCNc1ccnc(O)n1
1012,422406,CHEMBL630107,CHEMBL49282,LogD,,=,-0.27,CHEMBL2362975,Partition coefficient in octanol/water at pH 7.5 buffer.,P,C[C@@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1
1013,422678,CHEMBL634286,CHEMBL34910,LogD,,=,0.32,CHEMBL2362975,Compound was evaluated for Octanol/pH 7.2 phosphate buffer distribution coefficient,P,CNS(=O)(=O)c1nnc(NC(C)=O)s1
1019,425212,CHEMBL630197,CHEMBL607437,LogD,,=,2.22,CHEMBL2362975,Partition coefficient in octanol-buffer at a pH 7.4,P,CCCN1CCO[C@@H]2c3cccc(O)c3CC[C@H]21
1020,425286,CHEMBL638177,CHEMBL146837,LogD,,=,0.02,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,Cc1[nH]cnc1CSCCNc1nccc(O)n1
1024,427686,CHEMBL630197,CHEMBL285755,LogD,,=,1.45,CHEMBL2362975,Partition coefficient in octanol-buffer at a pH 7.4,P,CCCN(CCC)C1CCc2ccc(O)cc2C1
1027,429032,CHEMBL638177,CHEMBL147803,LogD,,=,0.8,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,Cc1[nH]cnc1CSCCNc1cc(O)ccn1
1030,430356,CHEMBL638177,CHEMBL359183,LogD,,=,1.04,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,Cc1[nH]cnc1CSCCNc1[nH]ccc1[N+](=O)[O-]
1031,430358,CHEMBL638177,CHEMBL147889,LogD,,=,-0.06,CHEMBL2362975,Partition coefficient (logD) (octanol/borax buffer),P,CNC(=O)NCCSCc1[nH]cnc1C
1033,431054,CHEMBL630107,CHEMBL49071,LogD,,=,-0.27,CHEMBL2362975,Partition coefficient in octanol/water at pH 7.5 buffer.,P,C[C@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1
1087,492075,CHEMBL855949,CHEMBL324665,LogD,,=,0.17,CHEMBL2362975,The octanol-water partition coefficient at pH 3.3,P,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
1088,492076,CHEMBL632786,CHEMBL324665,LogD,,=,0.3,CHEMBL2362975,The octanol-water partition coefficient at pH 4.5,P,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
1089,492077,CHEMBL632787,CHEMBL324665,LogD,,=,0.42,CHEMBL2362975,The octanol-water partition coefficient at pH 5.8,P,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
1090,492078,CHEMBL632788,CHEMBL324665,LogD,,=,0.68,CHEMBL2362975,The octanol-water partition coefficient at pH 6.4,P,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
1091,492079,CHEMBL632789,CHEMBL324665,LogD,,=,1.07,CHEMBL2362975,The octanol-water partition coefficient at pH 7.0,P,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
1092,492080,CHEMBL632790,CHEMBL324665,LogD,,=,1.51,CHEMBL2362975,The octanol-water partition coefficient at pH 7.5,P,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
1093,492081,CHEMBL876645,CHEMBL324665,LogD,,=,2.13,CHEMBL2362975,The octanol-water partition coefficient at pH 8.3,P,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
1094,492082,CHEMBL632791,CHEMBL324665,LogD,,=,2.44,CHEMBL2362975,The octanol-water partition coefficient at pH 9.4,P,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
1095,492083,CHEMBL632784,CHEMBL324665,LogD,,=,2.5,CHEMBL2362975,The octanol-water partition coefficient at pH 10.0,P,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
1096,492084,CHEMBL632785,CHEMBL324665,LogD,,=,2.43,CHEMBL2362975,The octanol-water partition coefficient at pH 10.8,P,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12
1127,507522,CHEMBL855949,CHEMBL111639,LogD,,=,0.03,CHEMBL2362975,The octanol-water partition coefficient at pH 3.3,P,CC(CF)NCC(O)COc1cccc2[nH]c3ccccc3c12
1128,507523,CHEMBL632786,CHEMBL111639,LogD,,=,0.38,CHEMBL2362975,The octanol-water partition coefficient at pH 4.5,P,CC(CF)NCC(O)COc1cccc2[nH]c3ccccc3c12
